source_node|target_node|edge_label
290|4953|friendship
291|4970|follows
292|4987|likes
293|5004|shares
294|5021|mentions
295|5038|friendship
296|5055|follows
297|5072|likes
298|5089|shares
299|5106|mentions
300|5123|friendship
301|5140|follows
302|5157|likes
303|5174|shares
304|5191|mentions
305|5208|friendship
306|5225|follows
307|5242|likes
308|5259|shares
309|5276|mentions
310|5293|friendship
311|5310|follows
312|5327|likes
313|5344|shares
314|5361|mentions
315|5378|friendship
316|5395|follows
317|5412|likes
318|5429|shares
319|5446|mentions
320|5463|friendship
321|5480|follows
322|5497|likes
323|5514|shares
324|5531|mentions
325|5548|friendship
326|5565|follows
327|5582|likes
328|5599|shares
329|5616|mentions
330|5633|friendship
331|5650|follows
332|5667|likes
333|5684|shares
334|5701|mentions
335|5718|friendship
336|5735|follows
337|5752|likes
338|5769|shares
339|5786|mentions
340|5803|friendship
341|5820|follows
342|5837|likes
343|5854|shares
344|5871|mentions
345|5888|friendship
346|5905|follows
347|5922|likes
348|5939|shares
349|5956|mentions
350|5973|friendship
351|5990|follows
352|6007|likes
353|6024|shares
354|6041|mentions
355|6058|friendship
356|6075|follows
357|6092|likes
358|6109|shares
359|6126|mentions
360|6143|friendship
361|6160|follows
362|6177|likes
363|6194|shares
364|6211|mentions
365|6228|friendship
366|6245|follows
367|6262|likes
368|6279|shares
369|6296|mentions
370|6313|friendship
371|6330|follows
372|6347|likes
373|6364|shares
374|6381|mentions
375|6398|friendship
376|6415|follows
377|6432|likes
378|6449|shares
379|6466|mentions
380|6483|friendship
381|6500|follows
382|6517|likes
383|6534|shares
384|6551|mentions
385|6568|friendship
386|6585|follows
387|6602|likes
388|6619|shares
389|6636|mentions
390|6653|friendship
391|6670|follows
392|6687|likes
393|6704|shares
394|6721|mentions
395|6738|friendship
396|6755|follows
397|6772|likes
398|6789|shares
399|6806|mentions
400|6823|friendship
401|6840|follows
402|6857|likes
403|6874|shares
404|6891|mentions
405|6908|friendship
406|6925|follows
407|6942|likes
408|6959|shares
409|6976|mentions
410|6993|friendship
411|7010|follows
412|7027|likes
413|7044|shares
414|7061|mentions
415|7078|friendship
416|7095|follows
417|7112|likes
418|7129|shares
419|7146|mentions
420|7163|friendship
421|7180|follows
422|7197|likes
423|7214|shares
424|7231|mentions
425|7248|friendship
426|7265|follows
427|7282|likes
428|7299|shares
429|7316|mentions
430|7333|friendship
431|7350|follows
432|7367|likes
433|7384|shares
434|7401|mentions
435|7418|friendship
436|7435|follows
437|7452|likes
438|7469|shares
439|7486|mentions
440|7503|friendship
441|7520|follows
442|7537|likes
443|7554|shares
444|7571|mentions
445|7588|friendship
446|7605|follows
447|7622|likes
448|7639|shares
449|7656|mentions
450|7673|friendship
451|7690|follows
452|7707|likes
453|7724|shares
454|7741|mentions
455|7758|friendship
456|7775|follows
457|7792|likes
458|7809|shares
459|7826|mentions
460|7843|friendship
461|7860|follows
462|7877|likes
463|7894|shares
464|7911|mentions
465|7928|friendship
466|7945|follows
467|7962|likes
468|7979|shares
469|7996|mentions
470|8013|friendship
471|8030|follows
472|8047|likes
473|8064|shares
474|8081|mentions
475|8098|friendship
476|8115|follows
477|8132|likes
478|8149|shares
479|8166|mentions
480|8183|friendship
481|8200|follows
482|8217|likes
483|8234|shares
484|8251|mentions
485|8268|friendship
486|8285|follows
487|8302|likes
488|8319|shares
489|8336|mentions
490|8353|friendship
491|8370|follows
492|8387|likes
493|8404|shares
494|8421|mentions
495|8438|friendship
496|8455|follows
497|8472|likes
498|8489|shares
499|8506|mentions
500|8523|friendship
501|8540|follows
502|8557|likes
503|8574|shares
504|8591|mentions
505|8608|friendship
506|8625|follows
507|8642|likes
508|8659|shares
509|8676|mentions
510|8693|friendship
511|8710|follows
512|8727|likes
513|8744|shares
514|8761|mentions
515|8778|friendship
516|8795|follows
517|8812|likes
518|8829|shares
519|8846|mentions
520|8863|friendship
521|8880|follows
522|8897|likes
523|8914|shares
524|8931|mentions
525|8948|friendship
526|8965|follows
527|8982|likes
528|8999|shares
529|9016|mentions
530|9033|friendship
531|9050|follows
532|9067|likes
533|9084|shares
534|9101|mentions
535|9118|friendship
536|9135|follows
537|9152|likes
538|9169|shares
539|9186|mentions
540|9203|friendship
541|9220|follows
542|9237|likes
543|9254|shares
544|9271|mentions
545|9288|friendship
546|9305|follows
547|9322|likes
548|9339|shares
549|9356|mentions
550|9373|friendship
551|9390|follows
552|9407|likes
553|9424|shares
554|9441|mentions
555|9458|friendship
556|9475|follows
557|9492|likes
558|9509|shares
559|9526|mentions
560|9543|friendship
561|9560|follows
562|9577|likes
563|9594|shares
564|9611|mentions
565|9628|friendship
566|9645|follows
567|9662|likes
568|9679|shares
569|9696|mentions
570|9713|friendship
571|9730|follows
572|9747|likes
573|9764|shares
574|9781|mentions
575|9798|friendship
576|9815|follows
577|9832|likes
578|9849|shares
579|9866|mentions
580|9883|friendship
581|9900|follows
582|9917|likes
583|9934|shares
584|9951|mentions
585|9968|friendship
586|9985|follows
587|2|likes
588|19|shares
589|36|mentions
590|53|friendship
591|70|follows
592|87|likes
593|104|shares
594|121|mentions
595|138|friendship
596|155|follows
597|172|likes
598|189|shares
599|206|mentions
600|223|friendship
601|240|follows
602|257|likes
603|274|shares
604|291|mentions
605|308|friendship
606|325|follows
607|342|likes
608|359|shares
609|376|mentions
610|393|friendship
611|410|follows
612|427|likes
613|444|shares
614|461|mentions
615|478|friendship
616|495|follows
617|512|likes
618|529|shares
619|546|mentions
620|563|friendship
621|580|follows
622|597|likes
623|614|shares
624|631|mentions
625|648|friendship
626|665|follows
627|682|likes
628|699|shares
629|716|mentions
630|733|friendship
631|750|follows
632|767|likes
633|784|shares
634|801|mentions
635|818|friendship
636|835|follows
637|852|likes
638|869|shares
639|886|mentions
640|903|friendship
641|920|follows
642|937|likes
643|954|shares
644|971|mentions
645|988|friendship
646|1005|follows
647|1022|likes
648|1039|shares
649|1056|mentions
650|1073|friendship
651|1090|follows
652|1107|likes
653|1124|shares
654|1141|mentions
655|1158|friendship
656|1175|follows
657|1192|likes
658|1209|shares
659|1226|mentions
660|1243|friendship
661|1260|follows
662|1277|likes
663|1294|shares
664|1311|mentions
665|1328|friendship
666|1345|follows
667|1362|likes
668|1379|shares
669|1396|mentions
670|1413|friendship
671|1430|follows
672|1447|likes
673|1464|shares
674|1481|mentions
675|1498|friendship
676|1515|follows
677|1532|likes
678|1549|shares
679|1566|mentions
680|1583|friendship
681|1600|follows
682|1617|likes
683|1634|shares
684|1651|mentions
685|1668|friendship
686|1685|follows
687|1702|likes
688|1719|shares
689|1736|mentions
690|1753|friendship
691|1770|follows
692|1787|likes
693|1804|shares
694|1821|mentions
695|1838|friendship
696|1855|follows
697|1872|likes
698|1889|shares
699|1906|mentions
700|1923|friendship
701|1940|follows
702|1957|likes
703|1974|shares
704|1991|mentions
705|2008|friendship
706|2025|follows
707|2042|likes
708|2059|shares
709|2076|mentions
710|2093|friendship
711|2110|follows
712|2127|likes
713|2144|shares
714|2161|mentions
715|2178|friendship
716|2195|follows
717|2212|likes
718|2229|shares
719|2246|mentions
720|2263|friendship
721|2280|follows
722|2297|likes
723|2314|shares
724|2331|mentions
725|2348|friendship
726|2365|follows
727|2382|likes
728|2399|shares
729|2416|mentions
730|2433|friendship
731|2450|follows
732|2467|likes
733|2484|shares
734|2501|mentions
735|2518|friendship
736|2535|follows
737|2552|likes
738|2569|shares
739|2586|mentions
740|2603|friendship
741|2620|follows
742|2637|likes
743|2654|shares
744|2671|mentions
745|2688|friendship
746|2705|follows
747|2722|likes
748|2739|shares
749|2756|mentions
750|2773|friendship
751|2790|follows
752|2807|likes
753|2824|shares
754|2841|mentions
755|2858|friendship
756|2875|follows
757|2892|likes
758|2909|shares
759|2926|mentions
760|2943|friendship
761|2960|follows
762|2977|likes
763|2994|shares
764|3011|mentions
765|3028|friendship
766|3045|follows
767|3062|likes
768|3079|shares
769|3096|mentions
770|3113|friendship
771|3130|follows
772|3147|likes
773|3164|shares
774|3181|mentions
775|3198|friendship
776|3215|follows
777|3232|likes
778|3249|shares
779|3266|mentions
780|3283|friendship
781|3300|follows
782|3317|likes
783|3334|shares
784|3351|mentions
785|3368|friendship
786|3385|follows
787|3402|likes
788|3419|shares
789|3436|mentions
790|3453|friendship
791|3470|follows
792|3487|likes
793|3504|shares
794|3521|mentions
795|3538|friendship
796|3555|follows
797|3572|likes
798|3589|shares
799|3606|mentions
800|3623|friendship
801|3640|follows
802|3657|likes
803|3674|shares
804|3691|mentions
805|3708|friendship
806|3725|follows
807|3742|likes
808|3759|shares
809|3776|mentions
810|3793|friendship
811|3810|follows
812|3827|likes
813|3844|shares
814|3861|mentions
815|3878|friendship
816|3895|follows
817|3912|likes
818|3929|shares
819|3946|mentions
820|3963|friendship
821|3980|follows
822|3997|likes
823|4014|shares
824|4031|mentions
825|4048|friendship
826|4065|follows
827|4082|likes
828|4099|shares
829|4116|mentions
830|4133|friendship
831|4150|follows
832|4167|likes
833|4184|shares
834|4201|mentions
835|4218|friendship
836|4235|follows
837|4252|likes
838|4269|shares
839|4286|mentions
840|4303|friendship
841|4320|follows
842|4337|likes
843|4354|shares
844|4371|mentions
845|4388|friendship
846|4405|follows
847|4422|likes
848|4439|shares
849|4456|mentions
850|4473|friendship
851|4490|follows
852|4507|likes
853|4524|shares
854|4541|mentions
855|4558|friendship
856|4575|follows
857|4592|likes
858|4609|shares
859|4626|mentions
860|4643|friendship
861|4660|follows
862|4677|likes
863|4694|shares
864|4711|mentions
865|4728|friendship
866|4745|follows
867|4762|likes
868|4779|shares
869|4796|mentions
870|4813|friendship
871|4830|follows
872|4847|likes
873|4864|shares
874|4881|mentions
875|4898|friendship
876|4915|follows
877|4932|likes
878|4949|shares
879|4966|mentions
880|4983|friendship
881|5000|follows
882|5017|likes
883|5034|shares
884|5051|mentions
885|5068|friendship
886|5085|follows
887|5102|likes
888|5119|shares
889|5136|mentions
890|5153|friendship
891|5170|follows
892|5187|likes
893|5204|shares
894|5221|mentions
895|5238|friendship
896|5255|follows
897|5272|likes
898|5289|shares
899|5306|mentions
900|5323|friendship
901|5340|follows
902|5357|likes
903|5374|shares
904|5391|mentions
905|5408|friendship
906|5425|follows
907|5442|likes
908|5459|shares
909|5476|mentions
910|5493|friendship
911|5510|follows
912|5527|likes
913|5544|shares
914|5561|mentions
915|5578|friendship
916|5595|follows
917|5612|likes
918|5629|shares
919|5646|mentions
920|5663|friendship
921|5680|follows
922|5697|likes
923|5714|shares
924|5731|mentions
925|5748|friendship
926|5765|follows
927|5782|likes
928|5799|shares
929|5816|mentions
930|5833|friendship
931|5850|follows
932|5867|likes
933|5884|shares
934|5901|mentions
935|5918|friendship
936|5935|follows
937|5952|likes
938|5969|shares
939|5986|mentions
940|6003|friendship
941|6020|follows
942|6037|likes
943|6054|shares
944|6071|mentions
945|6088|friendship
946|6105|follows
947|6122|likes
948|6139|shares
949|6156|mentions
950|6173|friendship
951|6190|follows
952|6207|likes
953|6224|shares
954|6241|mentions
955|6258|friendship
956|6275|follows
957|6292|likes
958|6309|shares
959|6326|mentions
960|6343|friendship
961|6360|follows
962|6377|likes
963|6394|shares
964|6411|mentions
965|6428|friendship
966|6445|follows
967|6462|likes
968|6479|shares
969|6496|mentions
970|6513|friendship
971|6530|follows
972|6547|likes
973|6564|shares
974|6581|mentions
975|6598|friendship
976|6615|follows
977|6632|likes
978|6649|shares
979|6666|mentions
980|6683|friendship
981|6700|follows
982|6717|likes
983|6734|shares
984|6751|mentions
985|6768|friendship
986|6785|follows
987|6802|likes
988|6819|shares
989|6836|mentions
990|6853|friendship
991|6870|follows
992|6887|likes
993|6904|shares
994|6921|mentions
995|6938|friendship
996|6955|follows
997|6972|likes
998|6989|shares
999|7006|mentions
1000|7023|friendship
1001|7040|follows
1002|7057|likes
1003|7074|shares
1004|7091|mentions
1005|7108|friendship
1006|7125|follows
1007|7142|likes
1008|7159|shares
1009|7176|mentions
1010|7193|friendship
1011|7210|follows
1012|7227|likes
1013|7244|shares
1014|7261|mentions
1015|7278|friendship
1016|7295|follows
1017|7312|likes
1018|7329|shares
1019|7346|mentions
1020|7363|friendship
1021|7380|follows
1022|7397|likes
1023|7414|shares
1024|7431|mentions
1025|7448|friendship
1026|7465|follows
1027|7482|likes
1028|7499|shares
1029|7516|mentions
1030|7533|friendship
1031|7550|follows
1032|7567|likes
1033|7584|shares
1034|7601|mentions
1035|7618|friendship
1036|7635|follows
1037|7652|likes
1038|7669|shares
1039|7686|mentions
1040|7703|friendship
1041|7720|follows
1042|7737|likes
1043|7754|shares
1044|7771|mentions
1045|7788|friendship
1046|7805|follows
1047|7822|likes
1048|7839|shares
1049|7856|mentions
1050|7873|friendship
1051|7890|follows
1052|7907|likes
1053|7924|shares
1054|7941|mentions
1055|7958|friendship
1056|7975|follows
1057|7992|likes
1058|8009|shares
1059|8026|mentions
1060|8043|friendship
1061|8060|follows
1062|8077|likes
1063|8094|shares
1064|8111|mentions
1065|8128|friendship
1066|8145|follows
1067|8162|likes
1068|8179|shares
1069|8196|mentions
1070|8213|friendship
1071|8230|follows
1072|8247|likes
1073|8264|shares
1074|8281|mentions
1075|8298|friendship
1076|8315|follows
1077|8332|likes
1078|8349|shares
1079|8366|mentions
1080|8383|friendship
1081|8400|follows
1082|8417|likes
1083|8434|shares
1084|8451|mentions
1085|8468|friendship
1086|8485|follows
1087|8502|likes
1088|8519|shares
1089|8536|mentions
1090|8553|friendship
1091|8570|follows
1092|8587|likes
1093|8604|shares
1094|8621|mentions
1095|8638|friendship
1096|8655|follows
1097|8672|likes
1098|8689|shares
1099|8706|mentions
1100|8723|friendship
1101|8740|follows
1102|8757|likes
1103|8774|shares
1104|8791|mentions
1105|8808|friendship
1106|8825|follows
1107|8842|likes
1108|8859|shares
1109|8876|mentions
1110|8893|friendship
1111|8910|follows
1112|8927|likes
1113|8944|shares
1114|8961|mentions
1115|8978|friendship
1116|8995|follows
1117|9012|likes
1118|9029|shares
1119|9046|mentions
1120|9063|friendship
1121|9080|follows
1122|9097|likes
1123|9114|shares
1124|9131|mentions
1125|9148|friendship
1126|9165|follows
1127|9182|likes
1128|9199|shares
1129|9216|mentions
1130|9233|friendship
1131|9250|follows
1132|9267|likes
1133|9284|shares
1134|9301|mentions
1135|9318|friendship
1136|9335|follows
1137|9352|likes
1138|9369|shares
1139|9386|mentions
1140|9403|friendship
1141|9420|follows
1142|9437|likes
1143|9454|shares
1144|9471|mentions
1145|9488|friendship
1146|9505|follows
1147|9522|likes
1148|9539|shares
1149|9556|mentions
1150|9573|friendship
1151|9590|follows
1152|9607|likes
1153|9624|shares
1154|9641|mentions
1155|9658|friendship
1156|9675|follows
1157|9692|likes
1158|9709|shares
1159|9726|mentions
1160|9743|friendship
1161|9760|follows
1162|9777|likes
1163|9794|shares
1164|9811|mentions
1165|9828|friendship
1166|9845|follows
1167|9862|likes
1168|9879|shares
1169|9896|mentions
1170|9913|friendship
1171|9930|follows
1172|9947|likes
1173|9964|shares
1174|9981|mentions
1175|9998|friendship
1176|15|follows
1177|32|likes
1178|49|shares
1179|66|mentions
1180|83|friendship
1181|100|follows
1182|117|likes
1183|134|shares
1184|151|mentions
1185|168|friendship
1186|185|follows
1187|202|likes
1188|219|shares
1189|236|mentions
1190|253|friendship
1191|270|follows
1192|287|likes
1193|304|shares
1194|321|mentions
1195|338|friendship
1196|355|follows
1197|372|likes
1198|389|shares
1199|406|mentions
1200|423|friendship
1201|440|follows
1202|457|likes
1203|474|shares
1204|491|mentions
1205|508|friendship
1206|525|follows
1207|542|likes
1208|559|shares
1209|576|mentions
1210|593|friendship
1211|610|follows
1212|627|likes
1213|644|shares
1214|661|mentions
1215|678|friendship
1216|695|follows
1217|712|likes
1218|729|shares
1219|746|mentions
1220|763|friendship
1221|780|follows
1222|797|likes
1223|814|shares
1224|831|mentions
1225|848|friendship
1226|865|follows
1227|882|likes
1228|899|shares
1229|916|mentions
1230|933|friendship
1231|950|follows
1232|967|likes
1233|984|shares
1234|1001|mentions
1235|1018|friendship
1236|1035|follows
1237|1052|likes
1238|1069|shares
1239|1086|mentions
1240|1103|friendship
1241|1120|follows
1242|1137|likes
1243|1154|shares
1244|1171|mentions
1245|1188|friendship
1246|1205|follows
1247|1222|likes
1248|1239|shares
1249|1256|mentions
1250|1273|friendship
1251|1290|follows
1252|1307|likes
1253|1324|shares
1254|1341|mentions
1255|1358|friendship
1256|1375|follows
1257|1392|likes
1258|1409|shares
1259|1426|mentions
1260|1443|friendship
1261|1460|follows
1262|1477|likes
1263|1494|shares
1264|1511|mentions
1265|1528|friendship
1266|1545|follows
1267|1562|likes
1268|1579|shares
1269|1596|mentions
1270|1613|friendship
1271|1630|follows
1272|1647|likes
1273|1664|shares
1274|1681|mentions
1275|1698|friendship
1276|1715|follows
1277|1732|likes
1278|1749|shares
1279|1766|mentions
1280|1783|friendship
1281|1800|follows
1282|1817|likes
1283|1834|shares
1284|1851|mentions
1285|1868|friendship
1286|1885|follows
1287|1902|likes
1288|1919|shares
1289|1936|mentions
1290|1953|friendship
1291|1970|follows
1292|1987|likes
1293|2004|shares
1294|2021|mentions
1295|2038|friendship
1296|2055|follows
1297|2072|likes
1298|2089|shares
1299|2106|mentions
1300|2123|friendship
1301|2140|follows
1302|2157|likes
1303|2174|shares
1304|2191|mentions
1305|2208|friendship
1306|2225|follows
1307|2242|likes
1308|2259|shares
1309|2276|mentions
1310|2293|friendship
1311|2310|follows
1312|2327|likes
1313|2344|shares
1314|2361|mentions
1315|2378|friendship
1316|2395|follows
1317|2412|likes
1318|2429|shares
1319|2446|mentions
1320|2463|friendship
1321|2480|follows
1322|2497|likes
1323|2514|shares
1324|2531|mentions
1325|2548|friendship
1326|2565|follows
1327|2582|likes
1328|2599|shares
1329|2616|mentions
1330|2633|friendship
1331|2650|follows
1332|2667|likes
1333|2684|shares
1334|2701|mentions
1335|2718|friendship
1336|2735|follows
1337|2752|likes
1338|2769|shares
1339|2786|mentions
1340|2803|friendship
1341|2820|follows
1342|2837|likes
1343|2854|shares
1344|2871|mentions
1345|2888|friendship
1346|2905|follows
1347|2922|likes
1348|2939|shares
1349|2956|mentions
1350|2973|friendship
1351|2990|follows
1352|3007|likes
1353|3024|shares
1354|3041|mentions
1355|3058|friendship
1356|3075|follows
1357|3092|likes
1358|3109|shares
1359|3126|mentions
1360|3143|friendship
1361|3160|follows
1362|3177|likes
1363|3194|shares
1364|3211|mentions
1365|3228|friendship
1366|3245|follows
1367|3262|likes
1368|3279|shares
1369|3296|mentions
1370|3313|friendship
1371|3330|follows
1372|3347|likes
1373|3364|shares
1374|3381|mentions
1375|3398|friendship
1376|3415|follows
1377|3432|likes
1378|3449|shares
1379|3466|mentions
1380|3483|friendship
1381|3500|follows
1382|3517|likes
1383|3534|shares
1384|3551|mentions
1385|3568|friendship
1386|3585|follows
1387|3602|likes
1388|3619|shares
1389|3636|mentions
1390|3653|friendship
1391|3670|follows
1392|3687|likes
1393|3704|shares
1394|3721|mentions
1395|3738|friendship
1396|3755|follows
1397|3772|likes
1398|3789|shares
1399|3806|mentions
1400|3823|friendship
1401|3840|follows
1402|3857|likes
1403|3874|shares
1404|3891|mentions
1405|3908|friendship
1406|3925|follows
1407|3942|likes
1408|3959|shares
1409|3976|mentions
1410|3993|friendship
1411|4010|follows
1412|4027|likes
1413|4044|shares
1414|4061|mentions
1415|4078|friendship
1416|4095|follows
1417|4112|likes
1418|4129|shares
1419|4146|mentions
1420|4163|friendship
1421|4180|follows
1422|4197|likes
1423|4214|shares
1424|4231|mentions
1425|4248|friendship
1426|4265|follows
1427|4282|likes
1428|4299|shares
1429|4316|mentions
1430|4333|friendship
1431|4350|follows
1432|4367|likes
1433|4384|shares
1434|4401|mentions
1435|4418|friendship
1436|4435|follows
1437|4452|likes
1438|4469|shares
1439|4486|mentions
1440|4503|friendship
1441|4520|follows
1442|4537|likes
1443|4554|shares
1444|4571|mentions
1445|4588|friendship
1446|4605|follows
1447|4622|likes
1448|4639|shares
1449|4656|mentions
1450|4673|friendship
1451|4690|follows
1452|4707|likes
1453|4724|shares
1454|4741|mentions
1455|4758|friendship
1456|4775|follows
1457|4792|likes
1458|4809|shares
1459|4826|mentions
1460|4843|friendship
1461|4860|follows
1462|4877|likes
1463|4894|shares
1464|4911|mentions
1465|4928|friendship
1466|4945|follows
1467|4962|likes
1468|4979|shares
1469|4996|mentions
1470|5013|friendship
1471|5030|follows
1472|5047|likes
1473|5064|shares
1474|5081|mentions
1475|5098|friendship
1476|5115|follows
1477|5132|likes
1478|5149|shares
1479|5166|mentions
1480|5183|friendship
1481|5200|follows
1482|5217|likes
1483|5234|shares
1484|5251|mentions
1485|5268|friendship
1486|5285|follows
1487|5302|likes
1488|5319|shares
1489|5336|mentions
1490|5353|friendship
1491|5370|follows
1492|5387|likes
1493|5404|shares
1494|5421|mentions
1495|5438|friendship
1496|5455|follows
1497|5472|likes
1498|5489|shares
1499|5506|mentions
1500|5523|friendship
1501|5540|follows
1502|5557|likes
1503|5574|shares
1504|5591|mentions
1505|5608|friendship
1506|5625|follows
1507|5642|likes
1508|5659|shares
1509|5676|mentions
1510|5693|friendship
1511|5710|follows
1512|5727|likes
1513|5744|shares
1514|5761|mentions
1515|5778|friendship
1516|5795|follows
1517|5812|likes
1518|5829|shares
1519|5846|mentions
1520|5863|friendship
1521|5880|follows
1522|5897|likes
1523|5914|shares
1524|5931|mentions
1525|5948|friendship
1526|5965|follows
1527|5982|likes
1528|5999|shares
1529|6016|mentions
1530|6033|friendship
1531|6050|follows
1532|6067|likes
1533|6084|shares
1534|6101|mentions
1535|6118|friendship
1536|6135|follows
1537|6152|likes
1538|6169|shares
1539|6186|mentions
1540|6203|friendship
1541|6220|follows
1542|6237|likes
1543|6254|shares
1544|6271|mentions
1545|6288|friendship
1546|6305|follows
1547|6322|likes
1548|6339|shares
1549|6356|mentions
1550|6373|friendship
1551|6390|follows
1552|6407|likes
1553|6424|shares
1554|6441|mentions
1555|6458|friendship
1556|6475|follows
1557|6492|likes
1558|6509|shares
1559|6526|mentions
1560|6543|friendship
1561|6560|follows
1562|6577|likes
1563|6594|shares
1564|6611|mentions
1565|6628|friendship
1566|6645|follows
1567|6662|likes
1568|6679|shares
1569|6696|mentions
1570|6713|friendship
1571|6730|follows
1572|6747|likes
1573|6764|shares
1574|6781|mentions
1575|6798|friendship
1576|6815|follows
1577|6832|likes
1578|6849|shares
1579|6866|mentions
1580|6883|friendship
1581|6900|follows
1582|6917|likes
1583|6934|shares
1584|6951|mentions
1585|6968|friendship
1586|6985|follows
1587|7002|likes
1588|7019|shares
1589|7036|mentions
1590|7053|friendship
1591|7070|follows
1592|7087|likes
1593|7104|shares
1594|7121|mentions
1595|7138|friendship
1596|7155|follows
1597|7172|likes
1598|7189|shares
1599|7206|mentions
1600|7223|friendship
1601|7240|follows
1602|7257|likes
1603|7274|shares
1604|7291|mentions
1605|7308|friendship
1606|7325|follows
1607|7342|likes
1608|7359|shares
1609|7376|mentions
1610|7393|friendship
